머리,가슴,다리,손,발,방어력,힘,민첩,지능,의지,크리티컬 저항,스태미나,세트보너스 방어력,세트보너스 힘
블랙펄 헬름,블랙펄 메일,+3 레지나 숏 스커트,블랙펄 건틀릿,노블레스 부츠,5503,727,305,237,212,78,0,222,92
블랙펄 헬름,블랙펄 메일,+3 레지나 숏 스커트,블랙펄 건틀릿,헤레몬 부츠,5491,716,309,236,215,77,0,222,92
블랙펄 헬름,블랙펄 메일,+3 레지나 숏 스커트,블랙펄 건틀릿,아마겟돈 스케일 부츠,5531,721,297,226,206,75,0,222,92
블랙펄 헬름,블랙펄 메일,+3 레지나 숏 스커트,블랙펄 건틀릿,스켈레톤 부츠,5541,705,312,236,218,77,5,222,92
블랙펄 헬름,블랙펄 메일,+3 레지나 숏 스커트,블랙펄 건틀릿,+3 수호의 레지나 웰링턴 부츠,6065,760,306,403,216,74,0,332,132
블랙펄 헬름,블랙펄 메일,+3 레지나 숏 스커트,노블레스 건틀릿,블랙펄 부츠,5584,726,304,237,261,79,0,222,92
블랙펄 헬름,블랙펄 메일,+3 레지나 숏 스커트,노블레스 건틀릿,노블레스 부츠,5680,810,303,239,261,81,0,392,143
블랙펄 헬름,블랙펄 메일,+3 레지나 숏 스커트,노블레스 건틀릿,헤레몬 부츠,5478,724,307,238,264,80,0,202,68
블랙펄 헬름,블랙펄 메일,+3 레지나 숏 스커트,노블레스 건틀릿,아마겟돈 스케일 부츠,5518,729,295,228,255,78,0,202,68
블랙펄 헬름,블랙펄 메일,+3 레지나 숏 스커트,노블레스 건틀릿,스켈레톤 부츠,5528,713,310,238,267,80,5,202,68
블랙펄 헬름,블랙펄 메일,+3 레지나 숏 스커트,노블레스 건틀릿,+3 수호의 레지나 웰링턴 부츠,6052,768,304,405,265,77,0,312,108
블랙펄 헬름,블랙펄 메일,+3 레지나 숏 스커트,헤레몬 건틀릿,블랙펄 부츠,5595,717,310,236,253,79,0,222,92
블랙펄 헬름,블랙펄 메일,+3 레지나 숏 스커트,헤레몬 건틀릿,노블레스 부츠,5501,726,309,238,253,81,0,202,68
블랙펄 헬름,블랙펄 메일,+3 레지나 숏 스커트,헤레몬 건틀릿,헤레몬 부츠,5685,788,313,237,256,80,0,398,141
블랙펄 헬름,블랙펄 메일,+3 레지나 숏 스커트,헤레몬 건틀릿,아마겟돈 스케일 부츠,5529,720,301,227,247,78,0,202,68
블랙펄 헬름,블랙펄 메일,+3 레지나 숏 스커트,헤레몬 건틀릿,스켈레톤 부츠,5539,704,316,237,259,80,5,202,68
블랙펄 헬름,블랙펄 메일,+3 레지나 숏 스커트,헤레몬 건틀릿,+3 수호의 레지나 웰링턴 부츠,6063,759,310,404,257,77,0,312,108
블랙펄 헬름,블랙펄 메일,+3 레지나 숏 스커트,아마겟돈 스케일 건틀릿,블랙펄 부츠,5635,720,297,226,245,75,0,222,92
블랙펄 헬름,블랙펄 메일,+3 레지나 숏 스커트,아마겟돈 스케일 건틀릿,노블레스 부츠,5541,729,296,228,245,77,0,202,68
블랙펄 헬름,블랙펄 메일,+3 레지나 숏 스커트,아마겟돈 스케일 건틀릿,헤레몬 부츠,5529,718,300,227,248,76,0,202,68
블랙펄 헬름,블랙펄 메일,+3 레지나 숏 스커트,아마겟돈 스케일 건틀릿,아마겟돈 스케일 부츠,5704,783,288,217,239,74,0,337,128
블랙펄 헬름,블랙펄 메일,+3 레지나 숏 스커트,아마겟돈 스케일 건틀릿,스켈레톤 부츠,5579,707,303,227,251,76,5,202,68
블랙펄 헬름,블랙펄 메일,+3 레지나 숏 스커트,아마겟돈 스케일 건틀릿,+3 수호의 레지나 웰링턴 부츠,6103,762,297,394,249,73,0,312,108
블랙펄 헬름,블랙펄 메일,+3 레지나 숏 스커트,스켈레톤 건틀릿,블랙펄 부츠,5546,705,312,236,255,77,5,222,92
블랙펄 헬름,블랙펄 메일,+3 레지나 숏 스커트,스켈레톤 건틀릿,노블레스 부츠,5452,714,311,238,255,79,5,202,68
블랙펄 헬름,블랙펄 메일,+3 레지나 숏 스커트,스켈레톤 건틀릿,헤레몬 부츠,5440,703,315,237,258,78,5,202,68
블랙펄 헬름,블랙펄 메일,+3 레지나 숏 스커트,스켈레톤 건틀릿,아마겟돈 스케일 부츠,5480,708,303,227,249,76,5,202,68
블랙펄 헬름,블랙펄 메일,+3 레지나 숏 스커트,스켈레톤 건틀릿,스켈레톤 부츠,5681,767,318,237,261,78,10,393,143
블랙펄 헬름,블랙펄 메일,+3 레지나 숏 스커트,스켈레톤 건틀릿,+3 수호의 레지나 웰링턴 부츠,6014,747,312,404,259,75,5,312,108
블랙펄 헬름,블랙펄 메일,+3 레지나 숏 스커트,+3 레지나 글로브,블랙펄 부츠,5956,756,313,404,268,75,0,332,132
블랙펄 헬름,블랙펄 메일,+3 레지나 숏 스커트,+3 레지나 글로브,노블레스 부츠,5862,765,312,406,268,77,0,312,108
블랙펄 헬름,블랙펄 메일,+3 레지나 숏 스커트,+3 레지나 글로브,헤레몬 부츠,5850,754,316,405,271,76,0,312,108
블랙펄 헬름,블랙펄 메일,+3 레지나 숏 스커트,+3 레지나 글로브,아마겟돈 스케일 부츠,5890,759,304,395,262,74,0,312,108
블랙펄 헬름,블랙펄 메일,+3 레지나 숏 스커트,+3 레지나 글로브,스켈레톤 부츠,5900,743,319,405,274,76,5,312,108
블랙펄 헬름,블랙펄 메일,+3 레지나 숏 스커트,+3 레지나 글로브,+3 수호의 레지나 웰링턴 부츠,6369,778,313,572,272,73,0,367,128
블랙펄 헬름,노블레스 메일,블랙펄 그리브즈,블랙펄 건틀릿,블랙펄 부츠,5443,743,288,67,208,76,0,297,120
블랙펄 헬름,노블레스 메일,블랙펄 그리브즈,블랙펄 건틀릿,노블레스 부츠,5484,823,287,69,208,78,0,412,167
블랙펄 헬름,노블레스 메일,블랙펄 그리브즈,블랙펄 건틀릿,헤레몬 부츠,5282,737,291,68,211,77,0,222,92
블랙펄 헬름,노블레스 메일,블랙펄 그리브즈,블랙펄 건틀릿,아마겟돈 스케일 부츠,5322,742,279,58,202,75,0,222,92
블랙펄 헬름,노블레스 메일,블랙펄 그리브즈,블랙펄 건틀릿,스켈레톤 부츠,5332,726,294,68,214,77,5,222,92
블랙펄 헬름,노블레스 메일,블랙펄 그리브즈,블랙펄 건틀릿,+3 수호의 레지나 웰링턴 부츠,5746,741,288,235,212,74,0,222,92
블랙펄 헬름,노블레스 메일,블랙펄 그리브즈,노블레스 건틀릿,블랙펄 부츠,5565,822,286,69,257,79,0,412,167
블랙펄 헬름,노블레스 메일,블랙펄 그리브즈,노블레스 건틀릿,노블레스 부츠,5496,859,285,71,257,81,0,417,171
블랙펄 헬름,노블레스 메일,블랙펄 그리브즈,노블레스 건틀릿,헤레몬 부츠,5459,820,289,70,260,80,0,392,143
블랙펄 헬름,노블레스 메일,블랙펄 그리브즈,노블레스 건틀릿,아마겟돈 스케일 부츠,5499,825,277,60,251,78,0,392,143
블랙펄 헬름,노블레스 메일,블랙펄 그리브즈,노블레스 건틀릿,스켈레톤 부츠,5509,809,292,70,263,80,5,392,143
블랙펄 헬름,노블레스 메일,블랙펄 그리브즈,노블레스 건틀릿,+3 수호의 레지나 웰링턴 부츠,5923,824,286,237,261,77,0,392,143
블랙펄 헬름,노블레스 메일,블랙펄 그리브즈,헤레몬 건틀릿,블랙펄 부츠,5386,738,292,68,249,79,0,222,92
블랙펄 헬름,노블레스 메일,블랙펄 그리브즈,헤레몬 건틀릿,노블레스 부츠,5482,822,291,70,249,81,0,392,143
블랙펄 헬름,노블레스 메일,블랙펄 그리브즈,헤레몬 건틀릿,헤레몬 부츠,5476,809,295,69,252,80,0,398,141
블랙펄 헬름,노블레스 메일,블랙펄 그리브즈,헤레몬 건틀릿,아마겟돈 스케일 부츠,5320,741,283,59,243,78,0,202,68
블랙펄 헬름,노블레스 메일,블랙펄 그리브즈,헤레몬 건틀릿,스켈레톤 부츠,5330,725,298,69,255,80,5,202,68
블랙펄 헬름,노블레스 메일,블랙펄 그리브즈,헤레몬 건틀릿,+3 수호의 레지나 웰링턴 부츠,5744,740,292,236,253,77,0,202,68
블랙펄 헬름,노블레스 메일,블랙펄 그리브즈,아마겟돈 스케일 건틀릿,블랙펄 부츠,5426,741,279,58,241,75,0,222,92
블랙펄 헬름,노블레스 메일,블랙펄 그리브즈,아마겟돈 스케일 건틀릿,노블레스 부츠,5522,825,278,60,241,77,0,392,143
블랙펄 헬름,노블레스 메일,블랙펄 그리브즈,아마겟돈 스케일 건틀릿,헤레몬 부츠,5320,739,282,59,244,76,0,202,68
블랙펄 헬름,노블레스 메일,블랙펄 그리브즈,아마겟돈 스케일 건틀릿,아마겟돈 스케일 부츠,5495,804,270,49,235,74,0,337,128
블랙펄 헬름,노블레스 메일,블랙펄 그리브즈,아마겟돈 스케일 건틀릿,스켈레톤 부츠,5370,728,285,59,247,76,5,202,68
블랙펄 헬름,노블레스 메일,블랙펄 그리브즈,아마겟돈 스케일 건틀릿,+3 수호의 레지나 웰링턴 부츠,5784,743,279,226,245,73,0,202,68
블랙펄 헬름,노블레스 메일,블랙펄 그리브즈,스켈레톤 건틀릿,블랙펄 부츠,5337,726,294,68,251,77,5,222,92
블랙펄 헬름,노블레스 메일,블랙펄 그리브즈,스켈레톤 건틀릿,노블레스 부츠,5433,810,293,70,251,79,5,392,143
블랙펄 헬름,노블레스 메일,블랙펄 그리브즈,스켈레톤 건틀릿,헤레몬 부츠,5231,724,297,69,254,78,5,202,68
블랙펄 헬름,노블레스 메일,블랙펄 그리브즈,스켈레톤 건틀릿,아마겟돈 스케일 부츠,5271,729,285,59,245,76,5,202,68
블랙펄 헬름,노블레스 메일,블랙펄 그리브즈,스켈레톤 건틀릿,스켈레톤 부츠,5472,788,300,69,257,78,10,393,143
블랙펄 헬름,노블레스 메일,블랙펄 그리브즈,스켈레톤 건틀릿,+3 수호의 레지나 웰링턴 부츠,5695,728,294,236,255,75,5,202,68
블랙펄 헬름,노블레스 메일,블랙펄 그리브즈,+3 레지나 글로브,블랙펄 부츠,5637,737,295,236,264,75,0,222,92
블랙펄 헬름,노블레스 메일,블랙펄 그리브즈,+3 레지나 글로브,노블레스 부츠,5733,821,294,238,264,77,0,392,143
블랙펄 헬름,노블레스 메일,블랙펄 그리브즈,+3 레지나 글로브,헤레몬 부츠,5531,735,298,237,267,76,0,202,68
블랙펄 헬름,노블레스 메일,블랙펄 그리브즈,+3 레지나 글로브,아마겟돈 스케일 부츠,5571,740,286,227,258,74,0,202,68
블랙펄 헬름,노블레스 메일,블랙펄 그리브즈,+3 레지나 글로브,스켈레톤 부츠,5581,724,301,237,270,76,5,202,68
블랙펄 헬름,노블레스 메일,블랙펄 그리브즈,+3 레지나 글로브,+3 수호의 레지나 웰링턴 부츠,6105,779,295,404,268,73,0,312,108
블랙펄 헬름,노블레스 메일,노블레스 그리브즈,블랙펄 건틀릿,블랙펄 부츠,5512,825,289,69,215,77,0,412,167
블랙펄 헬름,노블레스 메일,노블레스 그리브즈,블랙펄 건틀릿,노블레스 부츠,5443,862,288,71,215,79,0,417,171
블랙펄 헬름,노블레스 메일,노블레스 그리브즈,블랙펄 건틀릿,헤레몬 부츠,5406,823,292,70,218,78,0,392,143
블랙펄 헬름,노블레스 메일,노블레스 그리브즈,블랙펄 건틀릿,아마겟돈 스케일 부츠,5446,828,280,60,209,76,0,392,143
블랙펄 헬름,노블레스 메일,노블레스 그리브즈,블랙펄 건틀릿,스켈레톤 부츠,5456,812,295,70,221,78,5,392,143
블랙펄 헬름,노블레스 메일,노블레스 그리브즈,블랙펄 건틀릿,+3 수호의 레지나 웰링턴 부츠,5870,827,289,237,219,75,0,392,143
블랙펄 헬름,노블레스 메일,노블레스 그리브즈,노블레스 건틀릿,블랙펄 부츠,5524,861,287,71,264,80,0,417,171
블랙펄 헬름,노블레스 메일,노블레스 그리브즈,노블레스 건틀릿,노블레스 부츠,5318,856,286,73,264,82,0,285,133
블랙펄 헬름,노블레스 메일,노블레스 그리브즈,노블레스 건틀릿,헤레몬 부츠,5236,815,290,72,267,81,0,215,103
블랙펄 헬름,노블레스 메일,노블레스 그리브즈,노블레스 건틀릿,아마겟돈 스케일 부츠,5276,820,278,62,258,79,0,215,103
블랙펄 헬름,노블레스 메일,노블레스 그리브즈,노블레스 건틀릿,스켈레톤 부츠,5286,804,293,72,270,81,5,215,103
블랙펄 헬름,노블레스 메일,노블레스 그리브즈,노블레스 건틀릿,+3 수호의 레지나 웰링턴 부츠,5700,819,287,239,268,78,0,215,103
블랙펄 헬름,노블레스 메일,노블레스 그리브즈,헤레몬 건틀릿,블랙펄 부츠,5510,824,293,70,256,80,0,392,143
블랙펄 헬름,노블레스 메일,노블레스 그리브즈,헤레몬 건틀릿,노블레스 부츠,5259,817,292,72,256,82,0,215,103
블랙펄 헬름,노블레스 메일,노블레스 그리브즈,헤레몬 건틀릿,헤레몬 부츠,5418,851,296,71,259,81,0,386,148
블랙펄 헬름,노블레스 메일,노블레스 그리브즈,헤레몬 건틀릿,아마겟돈 스케일 부츠,5262,783,284,61,250,79,0,190,75
블랙펄 헬름,노블레스 메일,노블레스 그리브즈,헤레몬 건틀릿,스켈레톤 부츠,5272,767,299,71,262,81,5,190,75
블랙펄 헬름,노블레스 메일,노블레스 그리브즈,헤레몬 건틀릿,+3 수호의 레지나 웰링턴 부츠,5686,782,293,238,260,78,0,190,75
블랙펄 헬름,노블레스 메일,노블레스 그리브즈,아마겟돈 스케일 건틀릿,블랙펄 부츠,5550,827,280,60,248,76,0,392,143
블랙펄 헬름,노블레스 메일,노블레스 그리브즈,아마겟돈 스케일 건틀릿,노블레스 부츠,5299,820,279,62,248,78,0,215,103
블랙펄 헬름,노블레스 메일,노블레스 그리브즈,아마겟돈 스케일 건틀릿,헤레몬 부츠,5262,781,283,61,251,77,0,190,75
블랙펄 헬름,노블레스 메일,노블레스 그리브즈,아마겟돈 스케일 건틀릿,아마겟돈 스케일 부츠,5437,846,271,51,242,75,0,325,135
블랙펄 헬름,노블레스 메일,노블레스 그리브즈,아마겟돈 스케일 건틀릿,스켈레톤 부츠,5312,770,286,61,254,77,5,190,75
블랙펄 헬름,노블레스 메일,노블레스 그리브즈,아마겟돈 스케일 건틀릿,+3 수호의 레지나 웰링턴 부츠,5726,785,280,228,252,74,0,190,75
블랙펄 헬름,노블레스 메일,노블레스 그리브즈,스켈레톤 건틀릿,블랙펄 부츠,5461,812,295,70,258,78,5,392,143
블랙펄 헬름,노블레스 메일,노블레스 그리브즈,스켈레톤 건틀릿,노블레스 부츠,5210,805,294,72,258,80,5,215,103
블랙펄 헬름,노블레스 메일,노블레스 그리브즈,스켈레톤 건틀릿,헤레몬 부츠,5173,766,298,71,261,79,5,190,75
블랙펄 헬름,노블레스 메일,노블레스 그리브즈,스켈레톤 건틀릿,아마겟돈 스케일 부츠,5213,771,286,61,252,77,5,190,75
블랙펄 헬름,노블레스 메일,노블레스 그리브즈,스켈레톤 건틀릿,스켈레톤 부츠,5414,830,301,71,264,79,10,381,150
블랙펄 헬름,노블레스 메일,노블레스 그리브즈,스켈레톤 건틀릿,+3 수호의 레지나 웰링턴 부츠,5637,770,295,238,262,76,5,190,75
블랙펄 헬름,노블레스 메일,노블레스 그리브즈,+3 레지나 글로브,블랙펄 부츠,5761,823,296,238,271,76,0,392,143
블랙펄 헬름,노블레스 메일,노블레스 그리브즈,+3 레지나 글로브,노블레스 부츠,5510,816,295,240,271,78,0,215,103
블랙펄 헬름,노블레스 메일,노블레스 그리브즈,+3 레지나 글로브,헤레몬 부츠,5473,777,299,239,274,77,0,190,75
블랙펄 헬름,노블레스 메일,노블레스 그리브즈,+3 레지나 글로브,아마겟돈 스케일 부츠,5513,782,287,229,265,75,0,190,75
블랙펄 헬름,노블레스 메일,노블레스 그리브즈,+3 레지나 글로브,스켈레톤 부츠,5523,766,302,239,277,77,5,190,75
블랙펄 헬름,노블레스 메일,노블레스 그리브즈,+3 레지나 글로브,+3 수호의 레지나 웰링턴 부츠,6047,821,296,406,275,74,0,300,115
블랙펄 헬름,노블레스 메일,헤레몬 그리브즈,블랙펄 건틀릿,블랙펄 부츠,5331,741,296,68,210,78,0,222,92
블랙펄 헬름,노블레스 메일,헤레몬 그리브즈,블랙펄 건틀릿,노블레스 부츠,5427,825,295,70,210,80,0,392,143
블랙펄 헬름,노블레스 메일,헤레몬 그리브즈,블랙펄 건틀릿,헤레몬 부츠,5421,812,299,69,213,79,0,398,141
블랙펄 헬름,노블레스 메일,헤레몬 그리브즈,블랙펄 건틀릿,아마겟돈 스케일 부츠,5265,744,287,59,204,77,0,202,68
블랙펄 헬름,노블레스 메일,헤레몬 그리브즈,블랙펄 건틀릿,스켈레톤 부츠,5275,728,302,69,216,79,5,202,68
블랙펄 헬름,노블레스 메일,헤레몬 그리브즈,블랙펄 건틀릿,+3 수호의 레지나 웰링턴 부츠,5689,743,296,236,214,76,0,202,68
블랙펄 헬름,노블레스 메일,헤레몬 그리브즈,노블레스 건틀릿,블랙펄 부츠,5508,824,294,70,259,81,0,392,143
블랙펄 헬름,노블레스 메일,헤레몬 그리브즈,노블레스 건틀릿,노블레스 부츠,5257,817,293,72,259,83,0,215,103
블랙펄 헬름,노블레스 메일,헤레몬 그리브즈,노블레스 건틀릿,헤레몬 부츠,5416,851,297,71,262,82,0,386,148
블랙펄 헬름,노블레스 메일,헤레몬 그리브즈,노블레스 건틀릿,아마겟돈 스케일 부츠,5260,783,285,61,253,80,0,190,75
블랙펄 헬름,노블레스 메일,헤레몬 그리브즈,노블레스 건틀릿,스켈레톤 부츠,5270,767,300,71,265,82,5,190,75
블랙펄 헬름,노블레스 메일,헤레몬 그리브즈,노블레스 건틀릿,+3 수호의 레지나 웰링턴 부츠,5684,782,294,238,263,79,0,190,75
블랙펄 헬름,노블레스 메일,헤레몬 그리브즈,헤레몬 건틀릿,블랙펄 부츠,5525,813,300,69,251,81,0,398,141
블랙펄 헬름,노블레스 메일,헤레몬 그리브즈,헤레몬 건틀릿,노블레스 부츠,5439,853,299,71,251,83,0,386,148
블랙펄 헬름,노블레스 메일,헤레몬 그리브즈,헤레몬 건틀릿,헤레몬 부츠,5256,794,303,70,254,82,0,215,100
블랙펄 헬름,노블레스 메일,헤레몬 그리브즈,헤레몬 건틀릿,아마겟돈 스케일 부츠,5277,772,291,60,245,80,0,196,73
블랙펄 헬름,노블레스 메일,헤레몬 그리브즈,헤레몬 건틀릿,스켈레톤 부츠,5287,756,306,70,257,82,5,196,73
블랙펄 헬름,노블레스 메일,헤레몬 그리브즈,헤레몬 건틀릿,+3 수호의 레지나 웰링턴 부츠,5701,771,300,237,255,79,0,196,73
블랙펄 헬름,노블레스 메일,헤레몬 그리브즈,아마겟돈 스케일 건틀릿,블랙펄 부츠,5369,743,287,59,243,77,0,202,68
블랙펄 헬름,노블레스 메일,헤레몬 그리브즈,아마겟돈 스케일 건틀릿,노블레스 부츠,5283,783,286,61,243,79,0,190,75
블랙펄 헬름,노블레스 메일,헤레몬 그리브즈,아마겟돈 스케일 건틀릿,헤레몬 부츠,5277,770,290,60,246,78,0,196,73
블랙펄 헬름,노블레스 메일,헤레몬 그리브즈,아마겟돈 스케일 건틀릿,아마겟돈 스케일 부츠,5256,762,278,50,237,76,0,135,60
블랙펄 헬름,노블레스 메일,헤레몬 그리브즈,아마겟돈 스케일 건틀릿,스켈레톤 부츠,5131,686,293,60,249,78,5,0,0
블랙펄 헬름,노블레스 메일,헤레몬 그리브즈,아마겟돈 스케일 건틀릿,+3 수호의 레지나 웰링턴 부츠,5545,701,287,227,247,75,0,0,0
블랙펄 헬름,노블레스 메일,헤레몬 그리브즈,스켈레톤 건틀릿,블랙펄 부츠,5280,728,302,69,253,79,5,202,68
블랙펄 헬름,노블레스 메일,헤레몬 그리브즈,스켈레톤 건틀릿,노블레스 부츠,5194,768,301,71,253,81,5,190,75
블랙펄 헬름,노블레스 메일,헤레몬 그리브즈,스켈레톤 건틀릿,헤레몬 부츠,5188,755,305,70,256,80,5,196,73
블랙펄 헬름,노블레스 메일,헤레몬 그리브즈,스켈레톤 건틀릿,아마겟돈 스케일 부츠,5032,687,293,60,247,78,5,0,0
블랙펄 헬름,노블레스 메일,헤레몬 그리브즈,스켈레톤 건틀릿,스켈레톤 부츠,5233,746,308,70,259,80,10,191,75
블랙펄 헬름,노블레스 메일,헤레몬 그리브즈,스켈레톤 건틀릿,+3 수호의 레지나 웰링턴 부츠,5456,686,302,237,257,77,5,0,0
